,company_name,manager_name,female,manager_edu_num,experience_days,aum_manager,num_fund_manager_curr,num_fund_manager_hist,company_name_short,company_rank_aum,aum_non_mmf,aum,num_funds,num_managers,avg_aum_manager,avg_num_manager,company_duration,weighted_average_benchmark_rate,weighted_average_excess_return,weighted_average_fee_total,male_score,female_score,photo_urls,earliest,latest,experience_before
72,东方基金管理股份有限公司,车日楠,1,1,1706,10349557252.08,7,11,东方基金,54,105226998178.5,118822153803.68,65,24,4950923075.1533,2.7083,7508,8.33169649473332,-3.6749601409508346,2.3721479669047554,58.631,57.91,https://human.amac.org.cn/gs/photo/144099139435014409913943500.jpg,2015-09-05,2020-04-30,1699
73,东方基金管理股份有限公司,郑雪莹,1,1,1706,15138101592.12,5,7,东方基金,54,105226998178.5,118822153803.68,65,24,4950923075.1533,2.7083,7508,6.507178194167852,-4.615507414904796,0.5059732534005243,52.727,52.747,https://human.amac.org.cn/gs/photo/144117150291914411715029190.jpg,2015-09-07,2020-04-30,1697
74,东方基金管理股份有限公司,陈皓,0,1,892,94542522.23,2,3,东方基金,54,105226998178.5,118822153803.68,65,24,4950923075.1533,2.7083,7508,9.691287794329472,-8.616052534311436,3.9007425275774765,57.942,59.389,https://human.amac.org.cn/gs/photo/157077403145415707740314540.jpg,2019-10-20,2019-10-20,0
75,东方阿尔法基金管理有限公司,刘明,0,1,721,574653721.38,2,6,东方阿尔法基金,152,5617775397.1,5617775397.1,8,7,802539342.4429,1.1429,2737,9.860371194423479,-31.444829114100706,4.014098709848859,52.578,52.961,https://human.amac.org.cn/gs/photo/150355394214615035539421460.jpg,2004-11-19,2017-09-27,4695
76,东方阿尔法基金管理有限公司,周谧,0,1,2492,78217255.4,1,8,东方阿尔法基金,152,5617775397.1,5617775397.1,8,7,802539342.4429,1.1429,2737,9.408216204071042,-11.602668538941387,3.7906113389399234,60.8,55.427,https://human.amac.org.cn/gs/photo/150829384671515082938467150.jpg,2017-11-16,2022-11-07,1817
77,东方阿尔法基金管理有限公司,唐雷,0,1,2475,3508500184.3101,1,6,东方阿尔法基金,152,5617775397.1,5617775397.1,8,7,802539342.4429,1.1429,2737,10.185661053133012,-11.351204718110939,3.504847195543569,66.198,64.405,https://human.amac.org.cn/gs/photo/145255859872114525585987210.jpg,2015-12-28,2020-06-30,1646
78,东方阿尔法基金管理有限公司,孙振波,0,1,613,11948156.52,1,1,东方阿尔法基金,152,5617775397.1,5617775397.1,8,7,802539342.4429,1.1429,2737,9.788697472667694,-12.088813938300506,4.082904312672999,81.046,81.791,https://human.amac.org.cn/gs/photo/156142957846915614295784690.jpg,2019-07-01,2019-07-01,0
79,东方阿尔法基金管理有限公司,孟昱,0,1,398,123816502.79,1,1,东方阿尔法基金,152,5617775397.1,5617775397.1,8,7,802539342.4429,1.1429,2737,9.47303972568512,-21.606223019295832,3.8055569237177282,82.459,85.071,https://human.amac.org.cn/gs/photo/2307022150027644.jpeg,2023-07-03,2023-10-18,107
80,东方阿尔法基金管理有限公司,尹智斌,0,1,426,1320639576.7,2,2,东方阿尔法基金,152,5617775397.1,5617775397.1,8,7,802539342.4429,1.1429,2737,10.060842274212838,7.246887686155591,2.406238933355255,84.989,84.417,https://human.amac.org.cn/gs/photo/153266890114915326689011490.jpg,2018-08-06,2018-08-06,0
81,东海基金管理有限责任公司,张浩硕,0,1,66,21631819985.27,8,8,东海基金,108,23089073457.44,23089073457.44,18,7,3298439065.3486,2.5714,4327,10.761113358849137,-7.352197729794861,2.2849574258753313,56.521,64.946,https://human.amac.org.cn/gs/photo/155478391749115547839174910.JPG,2019-04-21,2019-04-21,0
