,manager_name,company_name,male_score,female_score,photo_urls
588,杨坤,万家基金管理有限公司,76.004,76.439,https://human.amac.org.cn/gs/photo/145187338820714518733882070.jpg
589,邓童,招商基金管理有限公司,81.013,81.165,https://human.amac.org.cn/gs/photo/14309830062711395.jpg
590,贾江涛,工银瑞信基金管理有限公司,62.8,64.334,https://human.amac.org.cn/gs/photo/2311081540136712.jpg
591,葛佳,国寿安保基金管理有限公司,55.251,54.41,https://human.amac.org.cn/gs/photo/146673379951014667337995100.jpg
592,曹紫寒,平安基金管理有限公司,71.596,75.28,https://human.amac.org.cn/gs/photo/153793592641315379359264130.jpg
593,HAN YILING,中信保诚基金管理有限公司,54.209,59.633,https://human.amac.org.cn/gs/photo/144471505190314447150519030.JPG
594,王丹,易方达基金管理有限公司,51.199,55.854,https://human.amac.org.cn/gs/photo/151245560667415124556066740.jpg
595,王志鹏,建信基金管理有限责任公司,68.492,69.263,https://human.amac.org.cn/gs/photo/2308220112026732.jpg
596,王浩,广发基金管理有限公司,81.513,85.792,https://human.amac.org.cn/gs/photo/2112081624272873.png
597,张洋,富国基金管理有限公司,70.859,75.449,https://human.amac.org.cn/gs/photo/158581172159415858117215940.jpg
598,张青,中信建投基金管理有限公司,44.617,51.548,https://human.amac.org.cn/gs/photo/2101191515124547.jpg
599,施文琪,银河基金管理有限公司,62.292,63.87,https://human.amac.org.cn/gs/photo/150294762111515029476211150.jpg
600,刘开运,九泰基金管理有限公司,62.391,64.798,https://human.amac.org.cn/gs/photo/143288847258814328884725880.jpg
601,张云凯,长安基金管理有限公司,69.953,70.674,https://human.amac.org.cn/gs/photo/2106151433562882.jpg
602,杨宇,汇泉基金管理有限公司,56.293,57.649,https://human.amac.org.cn/gs/photo/2101191045546536.jpg
603,蔡铮,交银施罗德基金管理有限公司,69.265,71.259,https://human.amac.org.cn/gs/photo/14309832320545879.jpg
604,李健,南方基金管理股份有限公司,52.095,57.476,https://human.amac.org.cn/gs/photo/144307200420614430720042060.jpg
605,成涛,汇添富基金管理股份有限公司,76.732,80.583,https://human.amac.org.cn/gs/photo/145217271834414521727183440.jpg
606,王璐,鹏华基金管理有限公司,52.628,58.566,https://human.amac.org.cn/gs/photo/159098887599715909888759970.jpg
607,吕怡,建信基金管理有限责任公司,55.644,58.559,https://human.amac.org.cn/gs/photo/146943663091714694366309170.jpg
608,高燕芸,国海富兰克林基金管理有限公司,71.745,78.355,https://human.amac.org.cn/gs/photo/144005291854414400529185440.JPG
609,孔宪政,诺安基金管理有限公司,59.478,58.072,https://human.amac.org.cn/gs/photo/145015619877614501561987760.jpg
610,徐栋,景顺长城基金管理有限公司,58.824,59.65,https://human.amac.org.cn/gs/photo/158691349171415869134917140.jpg
611,张露,嘉实基金管理有限公司,52.464,53.445,https://human.amac.org.cn/gs/photo/149796099775014979609977500.jpg
612,刘星洋,泓德基金管理有限公司,73.123,76.588,https://human.amac.org.cn/gs/photo/2108130941206206.jpg
613,张佳蕾,鹏华基金管理有限公司,75.521,75.673,https://human.amac.org.cn/gs/photo/2211211312477479.jpg
614,王金祥,海富通基金管理有限公司,66.914,71.853,https://human.amac.org.cn/gs/photo/143098356233312302.jpg
615,李喆,博时基金管理有限公司,56.142,55.591,https://human.amac.org.cn/gs/photo/149457516420914945751642090.jpg
616,李耀光,中金基金管理有限公司,70.01,72.67,https://human.amac.org.cn/gs/photo/150529002044015052900204400.jpg
617,游涛,南方基金管理股份有限公司,69.161,65.312,https://human.amac.org.cn/gs/photo/157724413947215772441394720.JPG
618,沈荣,光大保德信基金管理有限公司,72.673,74.793,https://human.amac.org.cn/gs/photo/149915067232414991506723240.jpg
619,陈怡,泰康基金管理有限公司,63.598,64.39,https://human.amac.org.cn/gs/photo/2211111634450881.png
620,张寓,天弘基金管理有限公司,68.671,71.852,https://human.amac.org.cn/gs/photo/14309831930965116.jpg
621,孟亚强,九泰基金管理有限公司,67.844,70.775,https://human.amac.org.cn/gs/photo/145085502436014508550243600.jpg
622,侯丹琳,中欧基金管理有限公司,68.873,69.659,https://human.amac.org.cn/gs/photo/149921386193614992138619360.jpg
623,谢天卉,创金合信基金管理有限公司,51.923,51.101,https://human.amac.org.cn/gs/photo/2105241348242659.jpg
624,郭锐,招商基金管理有限公司,70.85,73.498,https://human.amac.org.cn/gs/photo/14309834057889190.jpg
625,钱布克,永赢基金管理有限公司,74.986,79.277,https://human.amac.org.cn/gs/photo/2107011521332319.jpg
626,任爽,广发基金管理有限公司,67.32,66.961,https://human.amac.org.cn/gs/photo/14309834402719851.jpg
627,薛小波,泰康基金管理有限公司,55.126,54.23,https://human.amac.org.cn/gs/photo/2211111212111817.jpg
628,于启明,嘉合基金管理有限公司,65.071,67.507,https://human.amac.org.cn/gs/photo/144947958875914494795887590.jpg
629,田鑫,易方达基金管理有限公司,70.695,73.834,https://human.amac.org.cn/gs/photo/157067437879115706743787910.jpg
630,曾刚,广发基金管理有限公司,49.827,56.412,https://human.amac.org.cn/gs/photo/2010130828548580.jpg
631,谢越,永赢基金管理有限公司,72.65,76.447,https://human.amac.org.cn/gs/photo/158555494845115855549484510.jpg
632,刘淑生,华安基金管理有限公司,63.242,62.409,https://human.amac.org.cn/gs/photo/145432588597714543258859770.JPG
633,温开强,汇添富基金管理股份有限公司,69.339,71.898,https://human.amac.org.cn/gs/photo/14309830229571733.jpg
634,吴海宁,恒越基金管理有限公司,82.625,86.269,https://human.amac.org.cn/gs/photo/2210271532203941.jpg
635,乔嘉麒,永赢基金管理有限公司,70.796,73.547,https://human.amac.org.cn/gs/photo/149016416229914901641622990.jpg
636,李赫,前海开源基金管理有限公司,80.096,81.238,https://human.amac.org.cn/gs/photo/157164225841815716422584180.jpg
637,吴剑毅,南方基金管理股份有限公司,61.583,62.774,https://human.amac.org.cn/gs/photo/143263238633614326323863360.jpg
638,罗远航,华泰柏瑞基金管理有限公司,67.253,68.885,https://human.amac.org.cn/gs/photo/143567965615114356796561510.jpg
639,赵耀,红塔红土基金管理有限公司,65.029,68.836,https://human.amac.org.cn/gs/photo/143321788824914332178882490.jpg
640,沈夏,申万菱信基金管理有限公司,74.505,78.567,https://human.amac.org.cn/gs/photo/2211180946290645.jpeg
641,苏文杰,广发基金管理有限公司,60.632,60.368,https://human.amac.org.cn/gs/photo/2405240840375926.png
642,张烨,大成基金管理有限公司,64.267,66.429,https://human.amac.org.cn/gs/photo/143702415853414370241585340.JPG
643,孙权,富国基金管理有限公司,53.968,59.751,https://human.amac.org.cn/gs/photo/143634871975914363487197590.jpg
644,曾鹏,博时基金管理有限公司,61.416,62.726,https://human.amac.org.cn/gs/photo/143098347901910639.jpg
645,郭志红,中邮创业基金管理股份有限公司,68.599,67.583,https://human.amac.org.cn/gs/photo/2201241320007248.jpg
646,刘彬,广发基金管理有限公司,69.445,71.32,https://human.amac.org.cn/gs/photo/2304141458227846.jpg
647,王郧,平安基金管理有限公司,69.371,71.241,https://human.amac.org.cn/gs/photo/2409261423454980.jpeg
648,朱晨歌,永赢基金管理有限公司,66.445,70.278,https://human.amac.org.cn/gs/photo/151850044805815185004480580.jpg
649,郭纪亭,诺德基金管理有限公司,79.676,81.111,https://human.amac.org.cn/gs/photo/146486428559314648642855930.JPG
650,周大鹏,银华基金管理股份有限公司,83.014,85.345,https://human.amac.org.cn/gs/photo/14309833114867345.jpg
651,肖爱华,浙商基金管理有限公司,75.44,80.912,https://human.amac.org.cn/gs/photo/2107011307525181.jpg
652,韩威俊,交银施罗德基金管理有限公司,49.086,51.155,https://human.amac.org.cn/gs/photo/144964362546014496436254600.JPG
653,张庆平,嘉实基金管理有限公司,63.113,67.113,https://human.amac.org.cn/gs/photo/159856990038015985699003800.jpg
654,韩昭,嘉实基金管理有限公司,75.871,77.836,https://human.amac.org.cn/gs/photo/143919233041614391923304160.jpg
655,章潇枫,浦银安盛基金管理有限公司,82.218,88.629,https://human.amac.org.cn/gs/photo/148845570155914884557015590.jpg
656,赵国英,嘉实基金管理有限公司,68.823,75.881,https://human.amac.org.cn/gs/photo/2010141713447740.jpg
657,于博,易方达基金管理有限公司,68.105,72.136,https://human.amac.org.cn/gs/photo/144107265626714410726562670.JPG
658,商昌层,金元顺安基金管理有限公司,47.598,49.87,https://human.amac.org.cn/gs/photo/154804992192315480499219230.jpg
659,萧楠,易方达基金管理有限公司,74.655,74.89,https://human.amac.org.cn/gs/photo/2104221435191919.JPG
660,刘玉强,博时基金管理有限公司,73.971,76.804,https://human.amac.org.cn/gs/photo/143832187932014383218793200.jpg
661,杨明,华安基金管理有限公司,57.878,62.834,https://human.amac.org.cn/gs/photo/143098346401310342.jpg
662,王浩聿,长安基金管理有限公司,69.617,71.632,https://human.amac.org.cn/gs/photo/148137467544614813746754460.jpg
663,张永志,华商基金管理有限公司,64.392,70.13,https://human.amac.org.cn/gs/photo/143098359144512916.jpg
664,庄磊,新沃基金管理有限公司,62.265,59.425,https://human.amac.org.cn/gs/photo/2009281454055806.jpg
665,龚超,创金合信基金管理有限公司,54.165,55.205,https://human.amac.org.cn/gs/photo/143805207588314380520758830.jpg
666,李佳存,招商基金管理有限公司,66.841,67.658,https://human.amac.org.cn/gs/photo/143427551178514342755117850.JPG
667,张容赫,国泰基金管理有限公司,75.416,76.762,https://human.amac.org.cn/gs/photo/148231627678214823162767820.jpg
668,Yi Xie,诺德基金管理有限公司,52.649,55.799,https://human.amac.org.cn/gs/photo/2109021051486653.jpg
669,李文程,兴银基金管理有限责任公司,54.097,59.597,https://human.amac.org.cn/gs/photo/150449177755515044917775550.jpg
670,吴国杰,鹏华基金管理有限公司,61.977,61.285,https://human.amac.org.cn/gs/photo/150666795017615066679501760.jpg
671,李栋梁,华宝基金管理有限公司,70.474,75.468,https://human.amac.org.cn/gs/photo/143098361765013466.jpg
672,孙志刚,浙商基金管理有限公司,68.494,71.495,https://human.amac.org.cn/gs/photo/152482090094715248209009470.jpg
673,范磊,诺安基金管理有限公司,61.048,65.455,https://human.amac.org.cn/gs/photo/2405131118298366.jpg
674,杜洋,工银瑞信基金管理有限公司,40.689,41.676,https://human.amac.org.cn/gs/photo/143340462251814334046225180.jpg
675,王少成,交银施罗德基金管理有限公司,61.324,63.52,https://human.amac.org.cn/gs/photo/143390718421314339071842130.jpg
676,张靖,景顺长城基金管理有限公司,64.093,63.035,https://human.amac.org.cn/gs/photo/14309832402666034.jpg
677,李迪,工银瑞信基金管理有限公司,65.964,68.378,https://human.amac.org.cn/gs/photo/143098382681518026.jpg
678,罗怡达,兴银基金管理有限责任公司,81.102,81.645,https://human.amac.org.cn/gs/photo/148698056514014869805651400.jpg
679,李宇昂,嘉实基金管理有限公司,72.69,74.065,https://human.amac.org.cn/gs/photo/2108030951014026.png
680,王霞,前海开源基金管理有限公司,57.821,54.669,https://human.amac.org.cn/gs/photo/143289258227914328925822800.jpg
681,周崟,工银瑞信基金管理有限公司,55.88,58.041,https://human.amac.org.cn/gs/photo/143702781345514370278134550.JPG
682,朱倩,大成基金管理有限公司,67.881,69.815,https://human.amac.org.cn/gs/photo/152714616935915271461693590.jpg
683,李佳亮,南方基金管理股份有限公司,75.751,74.497,https://human.amac.org.cn/gs/photo/144523443709814452344370980.jpg
684,周思捷,国投瑞银基金管理有限公司,54.079,58.927,https://human.amac.org.cn/gs/photo/150347712922115034771292210.JPG
685,鲁秦,同泰基金管理有限公司,58.559,62.192,https://human.amac.org.cn/gs/photo/156829223142515682922314250.jpg
686,薛冀颖,平安基金管理有限公司,72.004,73.251,https://human.amac.org.cn/gs/photo/2009290848198350.jpg
687,栾江伟,中信建投基金管理有限公司,74.655,74.887,https://human.amac.org.cn/gs/photo/143312833300114331283330010.jpg
688,李鸥,国投瑞银基金管理有限公司,70.767,70.822,https://human.amac.org.cn/gs/photo/158702500401015870250040100.jpg
689,陈芳菲,上银基金管理有限公司,55.388,59.359,https://human.amac.org.cn/gs/photo/143098352218211501.jpg
690,余国豪,永赢基金管理有限公司,69.9,76.466,https://human.amac.org.cn/gs/photo/156689381056415668938105640.JPG
691,张晶,德邦基金管理有限公司,69.987,70.703,https://human.amac.org.cn/gs/photo/146210158445414621015844540.jpg
692,蔡军华,长信基金管理有限责任公司,65.486,67.961,https://human.amac.org.cn/gs/photo/155283320908015528332090800.jpg
693,钟伟,中加基金管理有限公司,75.76,76.499,https://human.amac.org.cn/gs/photo/14309830612522519.jpg
694,藏海涛,易方达基金管理有限公司,64.891,62.622,https://human.amac.org.cn/gs/photo/14309833688508480.jpg
695,吴海健,西部利得基金管理有限公司,76.531,78.296,https://human.amac.org.cn/gs/photo/2109271825218509.png
696,张磊,博时基金管理有限公司,69.203,71.004,https://human.amac.org.cn/gs/photo/152626183677115262618367710.jpg
697,唐博,天弘基金管理有限公司,75.722,82.314,https://human.amac.org.cn/gs/photo/152353925537515235392553750.JPG
698,郑青,华泰柏瑞基金管理有限公司,63.188,65.685,https://human.amac.org.cn/gs/photo/143098354237311907.jpg
699,陈志伟,大成基金管理有限公司,69.778,69.487,https://human.amac.org.cn/gs/photo/2306300853430865.jpg
700,董治国,富国基金管理有限公司,69.782,72.711,https://human.amac.org.cn/gs/photo/144738581354014473858135400.jpg
701,李世伟,富国基金管理有限公司,65.068,67.335,https://human.amac.org.cn/gs/photo/152396425937815239642593780.jpg
702,林齐勃,嘉实基金管理有限公司,63.361,59.472,https://human.amac.org.cn/gs/photo/2311141529323031.jpg
703,吴昊,华夏基金管理有限公司,62.913,59.621,https://human.amac.org.cn/gs/photo/14309830425122127.jpg
704,于文婷,博时基金管理有限公司,72.048,68.95,https://human.amac.org.cn/gs/photo/147637088294214763708829420.jpg
705,陆莹,长信基金管理有限责任公司,66.537,68.503,https://human.amac.org.cn/gs/photo/14309831760594787.jpg
706,唐笑天,国寿安保基金管理有限公司,58.309,62.82,https://human.amac.org.cn/gs/photo/153727686784315372768678430.jpg
707,罗雯,浦银安盛基金管理有限公司,65.06,64.043,https://human.amac.org.cn/gs/photo/148366594531514836659453150.jpg
708,任婧,南方基金管理股份有限公司,55.995,52.974,https://human.amac.org.cn/gs/photo/150173540750915017354075090.jpg
709,杨宇,招商基金管理有限公司,53.569,56.432,https://human.amac.org.cn/gs/photo/2203110931038491.jpg
710,夏浩洋,广发基金管理有限公司,75.488,75.827,https://human.amac.org.cn/gs/photo/150993926042315099392604230.jpg
711,韩浩,中航基金管理有限公司,46.142,51.913,https://human.amac.org.cn/gs/photo/147486684844914748668484490.jpg
712,黄晓鹏,农银汇理基金管理有限公司,68.945,72.152,https://human.amac.org.cn/gs/photo/14309830524142333.jpg
713,衣瑛杰,中邮创业基金管理股份有限公司,66.704,66.657,https://human.amac.org.cn/gs/photo/158434638247015843463824700.jpg
714,吴振翔,汇添富基金管理股份有限公司,61.107,63.643,https://human.amac.org.cn/gs/photo/158555447050515855544705050.jpg
715,陈政龙,富荣基金管理有限公司,71.667,74.77,https://human.amac.org.cn/gs/photo/2212130928531780.jpg
716,邱天蓝,易方达基金管理有限公司,70.418,71.246,https://human.amac.org.cn/gs/photo/2410151955474629.jpg
717,文仲阳,招商基金管理有限公司,67.352,71.745,https://human.amac.org.cn/gs/photo/150926982016815092698201680.jpg
718,崔长峰,圆信永丰基金管理有限公司,74.458,73.684,https://human.amac.org.cn/gs/photo/150909253870315090925387030.jpg
719,周昊,东兴基金管理有限公司,84.436,84.532,https://human.amac.org.cn/gs/photo/2011271534392175.jpg
720,姚秋,广发基金管理有限公司,62.086,60.203,https://human.amac.org.cn/gs/photo/2203100951573172.jpg
721,熊俊杰,融通基金管理有限公司,67.172,63.56,https://human.amac.org.cn/gs/photo/153369052725315336905272530.jpg
722,吴尚伟,汇安基金管理有限责任公司,56.077,57.869,https://human.amac.org.cn/gs/photo/2112081444450747.jpg
723,张悦,中邮创业基金管理股份有限公司,48.92,46.208,https://human.amac.org.cn/gs/photo/160007315381216000731538120.jpg
724,吴超,太平基金管理有限公司,61.921,64.519,https://human.amac.org.cn/gs/photo/149416251857814941625185780.jpg
725,顾伟,淳厚基金管理有限公司,74.291,81.185,https://human.amac.org.cn/gs/photo/154676351905615467635190560.jpg
726,罗文杰,南方基金管理股份有限公司,61.607,60.791,https://human.amac.org.cn/gs/photo/143271539895914327153989590.jpg
727,张明明,凯石基金管理有限公司,80.136,82.669,https://human.amac.org.cn/gs/photo/152481427144615248142714460.jpg
728,张金涛,华宝基金管理有限公司,78.124,78.59,https://human.amac.org.cn/gs/photo/144223846750814422384675080.jpg
729,许定晴,中海基金管理有限公司,57.245,59.357,https://human.amac.org.cn/gs/photo/143098358632312806.jpg
730,李昭函,易方达基金管理有限公司,73.701,75.538,https://human.amac.org.cn/gs/photo/2307261105466282.jpg
731,潘璐,华富基金管理有限公司,58.667,58.702,https://human.amac.org.cn/gs/photo/149993672751914999367275190.jpg
732,成念良,创金合信基金管理有限公司,65.127,68.675,https://human.amac.org.cn/gs/photo/2406110132502690.jpg
733,王瑞冬,广发基金管理有限公司,70.285,65.586,https://human.amac.org.cn/gs/photo/143926298008714392629800870.jpg
734,吴春杰,摩根基金管理（中国）有限公司,64.239,63.167,https://human.amac.org.cn/gs/photo/149839828086714983982808670.jpg
735,梁荣,景顺长城基金管理有限公司,52.902,57.404,https://human.amac.org.cn/gs/photo/144298280923314429828092330.jpg
736,黄春逢,南方基金管理股份有限公司,65.207,66.81,https://human.amac.org.cn/gs/photo/143348377171714334837717170.jpg
737,彭凌志,国泰基金管理有限公司,74.366,78.378,https://human.amac.org.cn/gs/photo/159918152209515991815220950.jpg
738,李皓,融通基金管理有限公司,65.169,67.794,https://human.amac.org.cn/gs/photo/2306071704540936.jpg
739,邱小乐,融通基金管理有限公司,73.028,75.485,https://human.amac.org.cn/gs/photo/156015805189615601580518960.jpg
740,王萍萍,北京京管泰富基金管理有限责任公司,61.335,60.283,https://human.amac.org.cn/gs/photo/143098380202417484.jpg
741,李自悟,海富通基金管理有限公司,78.55,81.266,https://human.amac.org.cn/gs/photo/149489085390014948908539000.jpg
742,叶丰,华泰柏瑞基金管理有限公司,62.01,65.701,https://human.amac.org.cn/gs/photo/2201141502379863.jpeg
743,赵万隆,九泰基金管理有限公司,76.135,79.506,https://human.amac.org.cn/gs/photo/2107051930482259.jpg
744,王麟锴,建信基金管理有限责任公司,69.411,70.286,https://human.amac.org.cn/gs/photo/2110141606365717.jpg
745,张瑞,华安基金管理有限公司,75.872,77.667,https://human.amac.org.cn/gs/photo/153110107309415311010730940.jpg
746,陶敏,海富通基金管理有限公司,,,https://human.amac.org.cn/gs/photo/144047251579614404725157960.jpg
747,胡超,天弘基金管理有限公司,66.76,70.327,https://human.amac.org.cn/gs/photo/146655608193514665560819350.jpg
748,李柏汗,华宸未来基金管理有限公司,63.367,61.658,https://human.amac.org.cn/gs/photo/159779231635515977923163550.jpg
749,许利明,华夏基金管理有限公司,55.87,56.853,https://human.amac.org.cn/gs/photo/143398740756914339874075690.jpg
750,杨琨,诺安基金管理有限公司,64.17,64.255,https://human.amac.org.cn/gs/photo/143098347052510468.jpg
751,吴斯泓,泰康基金管理有限公司,54.587,52.9,https://human.amac.org.cn/gs/photo/148774996665814877499666580.jpg
752,孙松,易方达基金管理有限公司,51.55,61.794,https://human.amac.org.cn/gs/photo/152343960205615234396020560.jpg
753,张林,招商基金管理有限公司,67.621,70.447,https://human.amac.org.cn/gs/photo/143557255924514355725592450.jpg
754,徐成,国海富兰克林基金管理有限公司,53.388,54.156,https://human.amac.org.cn/gs/photo/144712650571414471265057140.jpg
755,赵蓬,大成基金管理有限公司,62.383,63.698,https://human.amac.org.cn/gs/photo/157507833734915750783373490.jpg
756,黄芳,华夏基金管理有限公司,63.058,65.557,https://human.amac.org.cn/gs/photo/143098354646911990.jpg
757,杨浩,交银施罗德基金管理有限公司,77.052,75.819,https://human.amac.org.cn/gs/photo/143262114665714326211466570.jpg
758,李家毅,中银基金管理有限公司,62.219,62.703,https://human.amac.org.cn/gs/photo/2011231103270638.png
759,王予柯,广发基金管理有限公司,63.082,66.172,https://human.amac.org.cn/gs/photo/143098356975012458.jpg
760,谢家乐,富国基金管理有限公司,62.192,60.209,https://human.amac.org.cn/gs/photo/146606864715114660686471510.jpg
761,陈蒙,西部利得基金管理有限公司,67.224,66.632,https://human.amac.org.cn/gs/photo/147670726165414767072616540.jpg
762,李禹成,博时基金管理有限公司,89.64,89.783,https://human.amac.org.cn/gs/photo/2106031110422044.jpg
763,夏宜冰,中银基金管理有限公司,56.074,58.495,https://human.amac.org.cn/gs/photo/154388703877215438870387720.jpg
764,齐炜中,大成基金管理有限公司,52.235,56.424,https://human.amac.org.cn/gs/photo/14309829867001015.jpg
765,卢丽阳,永赢基金管理有限公司,79.873,83.173,https://human.amac.org.cn/gs/photo/2010221606578815.jpg
766,董一平,万家基金管理有限公司,61.794,65.131,https://human.amac.org.cn/gs/photo/148075619377214807561937720.jpg
767,李泉,百嘉基金管理有限公司,69.099,67.99,https://human.amac.org.cn/gs/photo/144844022110314484402211030.jpg
768,程旺,东方基金管理股份有限公司,68.904,69.412,https://human.amac.org.cn/gs/photo/153025224363815302522436380.jpg
769,顾俊伦,嘉实基金管理有限公司,79.895,80.608,https://human.amac.org.cn/gs/photo/2203091528164112.jpg
770,袁东,天弘基金管理有限公司,69.018,70.409,https://human.amac.org.cn/gs/photo/150846512097715084651209770.JPG
771,陈纪靖,红塔红土基金管理有限公司,64.54,67.168,https://human.amac.org.cn/gs/photo/154088691494815408869149480.jpg
772,蔡志伟,融通基金管理有限公司,58.867,57.39,https://human.amac.org.cn/gs/photo/14309831041083355.jpg
773,毛昆,广发基金管理有限公司,68.735,71.437,https://human.amac.org.cn/gs/photo/2205091546505637.jpg
774,解锐,南方基金管理股份有限公司,78.598,82.23,https://human.amac.org.cn/gs/photo/150219219334515021921933450.jpg
775,何崇恺,易方达基金管理有限公司,67.296,67.024,https://human.amac.org.cn/gs/photo/144811869388114481186938810.jpg
776,李安然,西部利得基金管理有限公司,71.394,73.391,https://human.amac.org.cn/gs/photo/156654840734215665484073420.jpg
777,刘文成,华夏基金管理有限公司,49.307,52.772,https://human.amac.org.cn/gs/photo/143817927327614381792732760.jpg
778,徐博文,工银瑞信基金管理有限公司,67.333,71.982,https://human.amac.org.cn/gs/photo/2201061438586712.jpg
779,陈璇淼,鹏华基金管理有限公司,70.35,61.909,https://human.amac.org.cn/gs/photo/145603801586614560380158660.jpg
780,潘天奇,国联基金管理有限公司,68.597,67.726,https://human.amac.org.cn/gs/photo/143098382645018019.jpg
781,王宇,招商基金管理有限公司,61.521,59.573,https://human.amac.org.cn/gs/photo/150631827894515063182789450.jpg
782,陈亚琼,国泰基金管理有限公司,73.801,78.634,https://human.amac.org.cn/gs/photo/153234182400915323418240090.jpg
783,蒋科,广发基金管理有限公司,67.146,70.922,https://human.amac.org.cn/gs/photo/143886267350614388626735060.jpg
784,夏雨,工银瑞信基金管理有限公司,73.954,77.085,https://human.amac.org.cn/gs/photo/14309831414874084.jpg
785,王伟然,中银基金管理有限公司,67.405,67.4,https://human.amac.org.cn/gs/photo/14309833258317637.jpg
786,孙伟,民生加银基金管理有限公司,62.987,63.021,https://human.amac.org.cn/gs/photo/14309832225365683.jpg
787,余欢,长城基金管理有限公司,71.487,70.745,https://human.amac.org.cn/gs/photo/143098376442016686.jpg
788,杨子江,国联安基金管理有限公司,56.692,56.645,https://human.amac.org.cn/gs/photo/143261714187014326171418700.jpg
789,孙嘉,金元顺安基金管理有限公司,69.986,69.369,https://human.amac.org.cn/gs/photo/2308241046515173.jpg
790,李海瑞,金元顺安基金管理有限公司,76.763,84.698,https://human.amac.org.cn/gs/photo/2011021855565634.jpg
791,俞灏,永赢基金管理有限公司,86.214,86.037,https://human.amac.org.cn/gs/photo/151021786833415102178683340.JPG
792,邵强,中海基金管理有限公司,69.161,71.971,https://human.amac.org.cn/gs/photo/153664741102815366474110280.jpg
793,林海,易方达基金管理有限公司,68.059,73.186,https://human.amac.org.cn/gs/photo/143098370754015458.jpg
794,王文龙,永赢基金管理有限公司,70.841,72.111,https://human.amac.org.cn/gs/photo/2212211248480253.jpg
795,甘源,太平基金管理有限公司,78.954,79.561,https://human.amac.org.cn/gs/photo/157561289157115756128915710.jpg
796,ZHUQINGHENG,鹏华基金管理有限公司,62.521,61.945,https://human.amac.org.cn/gs/photo/143098352067211474.jpg
797,王健,中欧基金管理有限公司,49.963,48.153,https://human.amac.org.cn/gs/photo/143098365298314226.jpg
798,王丽媛,广发基金管理有限公司,68.002,69.235,https://human.amac.org.cn/gs/photo/2108261531054923.jpg
799,侯慧娣,东吴基金管理有限公司,57.526,61.82,https://human.amac.org.cn/gs/photo/2304131135389579.png
800,周飞,华夏基金管理有限公司,63.322,69.744,https://human.amac.org.cn/gs/photo/14309831857194983.jpg
801,罗薇,平安基金管理有限公司,71.765,73.657,https://human.amac.org.cn/gs/photo/143098353380711727.jpg
802,张惠,华富基金管理有限公司,59.6,58.955,https://human.amac.org.cn/gs/photo/143098360089413120.jpg
803,马牧青,建信基金管理有限责任公司,70.359,69.707,https://human.amac.org.cn/gs/photo/146997557136314699755713630.jpg
804,朱子君,嘉实基金管理有限公司,86.09,86.965,https://human.amac.org.cn/gs/photo/2204171030413908.jpg
805,熊昱洲,嘉实基金管理有限公司,67.675,72.655,https://human.amac.org.cn/gs/photo/143700896219614370089621960.jpg
806,赵兵,申万菱信基金管理有限公司,67.342,70.044,https://human.amac.org.cn/gs/photo/143098348358110735.jpg
807,华吉昶,长城基金管理有限公司,52.232,54.081,https://human.amac.org.cn/gs/photo/2207181708320022.jpeg
808,陈保国,西部利得基金管理有限公司,62.049,64.097,https://human.amac.org.cn/gs/photo/145949277429314594927742930.jpg
809,姚宏福,申万菱信基金管理有限公司,79.079,78.378,https://human.amac.org.cn/gs/photo/2207111756218585.jpg
810,李茜,华泰柏瑞基金管理有限公司,71.373,64.546,https://human.amac.org.cn/gs/photo/143381421104814338142110480.jpg
811,顾喆彬,国融基金管理有限公司,80.863,79.499,https://human.amac.org.cn/gs/photo/155485924564815548592456480.jpg
812,邓茂,九泰基金管理有限公司,63.426,67.408,https://human.amac.org.cn/gs/photo/2104120902440995.jpg
813,陈梁,中邮创业基金管理股份有限公司,69.37,79.374,https://human.amac.org.cn/gs/photo/143098369009215061.jpg
814,张志成,新疆前海联合基金管理有限公司,73.276,76.714,https://human.amac.org.cn/gs/photo/150025903624315002590362430.JPG
815,范泰奇,兴银基金管理有限责任公司,62.069,64.197,https://human.amac.org.cn/gs/photo/149663292304014966329230400.jpg
816,李浩玄,浦银安盛基金管理有限公司,73.038,75.41,https://human.amac.org.cn/gs/photo/144177999418214417799941820.jpg
817,陆玲玲,太平基金管理有限公司,61.653,62.246,https://human.amac.org.cn/gs/photo/159827053416215982705341620.jpg
818,赵鑫岱,明亚基金管理有限责任公司,65.884,65.497,https://human.amac.org.cn/gs/photo/2306070932410881.jpg
819,叶璟,华安基金管理有限公司,74.809,76.454,https://human.amac.org.cn/gs/photo/159952882111315995288211130.JPG
820,刘铭,银河基金管理有限公司,69.385,70.01,https://human.amac.org.cn/gs/photo/147158814054914715881405490.jpg
821,段涛,广发基金管理有限公司,56.041,61.231,https://human.amac.org.cn/gs/photo/150599795676315059979567630.jpg
822,刘兴旺,富国基金管理有限公司,61.569,65.561,https://human.amac.org.cn/gs/photo/2203030847224563.JPG
823,梁勤之,国联基金管理有限公司,61.05,65.247,https://human.amac.org.cn/gs/photo/152568611855715256861185570.jpg
824,刘心任,华夏基金管理有限公司,64.941,68.912,https://human.amac.org.cn/gs/photo/2302101754107520.jpg
825,赵宇澄,中欧基金管理有限公司,60.91,64.013,https://human.amac.org.cn/gs/photo/155887379674915588737967490.jpg
826,刘力宁,融通基金管理有限公司,84.553,88.53,https://human.amac.org.cn/gs/photo/2305080903195573.png
