,manager_name,company_name,male_score,female_score,photo_urls
2687,姚航,民生加银基金管理有限公司,48.257,58.803,https://human.amac.org.cn/gs/photo/155287454696515528745469650.jpg
2688,黄友文,诺安基金管理有限公司,61.579,63.06,https://human.amac.org.cn/gs/photo/147202993484714720299348470.jpg
2689,徐平安,中科沃土基金管理有限公司,61.047,61.277,https://human.amac.org.cn/gs/photo/2210110942157946.jpeg
2690,张子权,太平基金管理有限公司,,,https://human.amac.org.cn/gs/photo/2111231600246764.jpg
2691,王冠桥,博时基金管理有限公司,63.886,66.211,https://human.amac.org.cn/gs/photo/2106290857001743.jpg
2692,许富强,华安基金管理有限公司,73.53,76.097,https://human.amac.org.cn/gs/photo/2402211123393690.jpeg
2693,章文凝,金元顺安基金管理有限公司,62.204,63.071,https://human.amac.org.cn/gs/photo/152748588658415274858865840.jpg
2694,赵栩,工银瑞信基金管理有限公司,75.737,76.748,https://human.amac.org.cn/gs/photo/143098351096711278.jpg
2695,邢科,中银基金管理有限公司,54.429,57.363,https://human.amac.org.cn/gs/photo/2111051423355752.jpg
2696,陆阳,德邦基金管理有限公司,80.999,80.952,https://human.amac.org.cn/gs/photo/2106251537470177.jpg
2697,周中,交银施罗德基金管理有限公司,64.465,69.485,https://human.amac.org.cn/gs/photo/144586416169714458641616970.jpg
2698,董理,兴证全球基金管理有限公司,63.808,62.438,https://human.amac.org.cn/gs/photo/143313578012314331357801230.jpg
2699,李曾卓卓,景顺长城基金管理有限公司,68.2,75.851,https://human.amac.org.cn/gs/photo/2112291316047347.png
2700,李文博,广发基金管理有限公司,69.615,73.005,https://human.amac.org.cn/gs/photo/2111220937597250.jpg
2701,呼荣权,国联安基金管理有限公司,63.833,61.721,https://human.amac.org.cn/gs/photo/149002699168314900269916830.JPG
2702,刘睿聪,华夏基金管理有限公司,66.443,68.613,https://human.amac.org.cn/gs/photo/148073775840714807377584070.jpg
2703,李正一,平安基金管理有限公司,69.73,68.103,https://human.amac.org.cn/gs/photo/156047436184815604743618480.jpg
2704,孔芳,前海开源基金管理有限公司,61.511,67.679,https://human.amac.org.cn/gs/photo/2106041523097393.PNG
2705,张朋,汇添富基金管理股份有限公司,74.344,78.446,https://human.amac.org.cn/gs/photo/14309831320343892.jpg
2706,周诗博,长城基金管理有限公司,78.514,83.121,https://human.amac.org.cn/gs/photo/147789878846614778987884660.JPG
2707,谷超,农银汇理基金管理有限公司,71.579,71.769,https://human.amac.org.cn/gs/photo/144763808611314476380861130.jpg
2708,袁英杰,华夏基金管理有限公司,62.791,63.047,https://human.amac.org.cn/gs/photo/143271360913914327136091390.jpg
2709,丁宇佳,国寿安保基金管理有限公司,53.312,54.832,https://human.amac.org.cn/gs/photo/143254271789714325427178970.jpg
2710,聂世林,安信基金管理有限责任公司,,,https://human.amac.org.cn/gs/photo/2404241613141605.jpg
2711,魏少艺,嘉实基金管理有限公司,78.904,82.766,https://human.amac.org.cn/gs/photo/2306141715412824.jpg
2712,端时立,嘉实基金管理有限公司,80.724,80.174,https://human.amac.org.cn/gs/photo/143322621229214332262122920.jpg
2713,王韫涵,国寿安保基金管理有限公司,68.639,68.885,https://human.amac.org.cn/gs/photo/147520085711014752008571100.jpg
2714,尚烁徽,华泰保兴基金管理有限公司,67.588,72.285,https://human.amac.org.cn/gs/photo/147211794970214721179497020.jpg
2715,王立,大成基金管理有限公司,61.465,62.483,https://human.amac.org.cn/gs/photo/143098364764814107.jpg
2716,潘媛,长信基金管理有限责任公司,71.503,74.058,https://human.amac.org.cn/gs/photo/2310110128369840.jpg
2717,沈明辉,安信基金管理有限责任公司,66.398,69.232,https://human.amac.org.cn/gs/photo/156013285008015601328500800.jpg
2718,徐恒,华夏基金管理有限公司,62.03,63.115,https://human.amac.org.cn/gs/photo/144904713864214490471386420.jpg
2719,钱建江,华泰柏瑞基金管理有限公司,70.939,71.85,https://human.amac.org.cn/gs/photo/2106071544123332.jpg
2720,何一铖,易方达基金管理有限公司,66.378,69.961,https://human.amac.org.cn/gs/photo/2406021648388372.jpg
2721,张蕊,淳厚基金管理有限公司,60.219,62.976,https://human.amac.org.cn/gs/photo/2209061436304539.png
2722,乔奇兵,博时基金管理有限公司,70.291,72.832,https://human.amac.org.cn/gs/photo/152636483114215263648311420.jpg
2723,胡湘怡,交银施罗德基金管理有限公司,70.535,70.781,https://human.amac.org.cn/gs/photo/148453433840514845343384050.jpg
2724,祝璐琛,安信基金管理有限责任公司,75.292,74.149,https://human.amac.org.cn/gs/photo/153318733345615331873334560.jpg
2725,张安格,泰信基金管理有限公司,79.514,83.938,https://human.amac.org.cn/gs/photo/152757804172915275780417290.jpg
2726,陆欣,国联安基金管理有限公司,60.859,58.449,https://human.amac.org.cn/gs/photo/2208081336175594.jpg
2727,胡迪,摩根基金管理（中国）有限公司,61.278,63.609,https://human.amac.org.cn/gs/photo/145189266191614518926619160.jpg
2728,林德涵,兴银基金管理有限责任公司,56.176,59.222,https://human.amac.org.cn/gs/photo/146943035147514694303514750.jpg
2729,刘舒乐,融通基金管理有限公司,69.296,73.926,https://human.amac.org.cn/gs/photo/147796813298714779681329870.jpg
2730,李宁宁,中加基金管理有限公司,71.955,71.36,https://human.amac.org.cn/gs/photo/149935331059814993533105980.jpg
2731,吉莉,国投瑞银基金管理有限公司,59.173,60.489,https://human.amac.org.cn/gs/photo/149437546234214943754623420.jpg
2732,张凯頔,易方达基金管理有限公司,65.294,68.317,https://human.amac.org.cn/gs/photo/14309830906603102.jpg
2733,侯嘉敏,宝盈基金管理有限公司,69.055,66.427,https://human.amac.org.cn/gs/photo/145931031559914593103155990.jpg
2734,王士聪,南方基金管理股份有限公司,54.511,59.382,https://human.amac.org.cn/gs/photo/148091520786614809152078660.jpg
2735,朱柏蓉,国联基金管理有限公司,60.983,59.616,https://human.amac.org.cn/gs/photo/143098359867313071.jpg
2736,王振雄,上银基金管理有限公司,60.451,59.783,https://human.amac.org.cn/gs/photo/2010131422217564.jpg
2737,张月,平安基金管理有限公司,59.183,58.381,https://human.amac.org.cn/gs/photo/150908180426115090818042610.jpg
2738,张璐,兴银基金管理有限责任公司,71.4,71.745,https://human.amac.org.cn/gs/photo/2402261113012021.jpg
2739,张子炎,富国基金管理有限公司,66.933,70.577,https://human.amac.org.cn/gs/photo/149934307332314993430733230.jpg
2740,姚楠燕,西藏东财基金管理有限公司,73.551,76.643,https://human.amac.org.cn/gs/photo/149515751620314951575162030.jpg
2741,许公磊,南方基金管理股份有限公司,76.151,80.97,https://human.amac.org.cn/gs/photo/2304281423140035.jpg
2742,严堃,国寿安保基金管理有限公司,68.868,73.021,https://human.amac.org.cn/gs/photo/150062215495115006221549510.jpg
2743,赵建,工银瑞信基金管理有限公司,55.071,51.11,https://human.amac.org.cn/gs/photo/2109021036205010.png
2744,李思佳,中银基金管理有限公司,55.183,57.636,https://human.amac.org.cn/gs/photo/150087194468815008719446880.jpg
2745,王橹舟,博时基金管理有限公司,66.148,68.547,https://human.amac.org.cn/gs/photo/159728866464715972886646470.JPG
2746,张欢,景顺长城基金管理有限公司,56.158,59.05,https://human.amac.org.cn/gs/photo/2009281911488511.PNG
2747,蒋俊阳,华宝基金管理有限公司,70.449,70.966,https://human.amac.org.cn/gs/photo/154390064183215439006418320.jpg
2748,肖文劲,长信基金管理有限责任公司,67.971,70.845,https://human.amac.org.cn/gs/photo/2111071829333016.jpg
2749,李怀定,光大保德信基金管理有限公司,73.148,73.185,https://human.amac.org.cn/gs/photo/143374813750714337481375070.jpg
2750,应隽,安信基金管理有限责任公司,66.339,70.331,https://human.amac.org.cn/gs/photo/153016231475815301623147580.jpg
2751,蒲世林,富国基金管理有限公司,75.441,81.341,https://human.amac.org.cn/gs/photo/154112924292915411292429290.jpg
2752,张晓南,景顺长城基金管理有限公司,61.059,63.609,https://human.amac.org.cn/gs/photo/14309830115461501.jpg
2753,雷冠中,融通基金管理有限公司,78.419,81.856,https://human.amac.org.cn/gs/photo/150233177766915023317776690.jpg
2754,王泽实,华夏基金管理有限公司,53.618,50.587,https://human.amac.org.cn/gs/photo/14309832225035682.jpg
2755,王璐,银华基金管理股份有限公司,72.399,76.671,https://human.amac.org.cn/gs/photo/2304131544302394.jpg
2756,徐慕浩,泰信基金管理有限公司,67.453,66.027,https://human.amac.org.cn/gs/photo/14309832243095723.jpg
2757,骆桑若,华安基金管理有限公司,63.919,63.816,https://human.amac.org.cn/gs/photo/2311081130516283.jpg
2758,陶然,国泰基金管理有限公司,82.43,84.094,https://human.amac.org.cn/gs/photo/14309831137833536.jpg
2759,韩坪,英大基金管理有限公司,66.128,69.784,https://human.amac.org.cn/gs/photo/2012220937364403.jpg
2760,茅勇峰,中航基金管理有限公司,63.407,61.867,https://human.amac.org.cn/gs/photo/150474662936215047466293620.jpg
2761,王建军,易方达基金管理有限公司,46.009,45.027,https://human.amac.org.cn/gs/photo/148289440371414828944037140.jpg
2762,王鹏,中信建投基金管理有限公司,74.199,77.695,https://human.amac.org.cn/gs/photo/143098392851420162.jpg
2763,刘晓飞,诺安基金管理有限公司,72.071,70.614,https://human.amac.org.cn/gs/photo/2111191457470241.jpg
2764,袁苇,长安基金管理有限公司,72.664,76.614,https://human.amac.org.cn/gs/photo/2106130038132691.jpg
2765,杨彦喆,嘉合基金管理有限公司,70.848,72.529,https://human.amac.org.cn/gs/photo/144854022232014485402223200.jpg
2766,杨鹏,摩根基金管理（中国）有限公司,78.239,81.583,https://human.amac.org.cn/gs/photo/2201050930059933.jpg
2767,韦钰,汇丰晋信基金管理有限公司,76.776,77.312,https://human.amac.org.cn/gs/photo/2209140845006647.jpg
2768,沈楠,交银施罗德基金管理有限公司,60.191,61.346,https://human.amac.org.cn/gs/photo/143314952477014331495247700.jpg
2769,霍霄,九泰基金管理有限公司,76.51,81.409,https://human.amac.org.cn/gs/photo/156779084619215677908461920.jpg
2770,左少逸,诺安基金管理有限公司,67.514,64.704,https://human.amac.org.cn/gs/photo/2206201633077873.jpg
2771,祝杨,嘉实基金管理有限公司,81.781,84.001,https://human.amac.org.cn/gs/photo/2107141506543397.jpg
2772,区德成,方正富邦基金管理有限公司,72.511,70.357,https://human.amac.org.cn/gs/photo/159427424123415942742412340.jpg
2773,王静,新疆前海联合基金管理有限公司,64.845,67.315,https://human.amac.org.cn/gs/photo/146675838254414667583825440.jpg
2774,王翘楚,博时基金管理有限公司,67.381,67.498,https://human.amac.org.cn/gs/photo/153794655810315379465581030.jpg
2775,郑众,上银基金管理有限公司,77.875,79.884,https://human.amac.org.cn/gs/photo/159427520410015942752041000.jpg
2776,徐治彪,国泰基金管理有限公司,73.005,69.606,https://human.amac.org.cn/gs/photo/143885224321514388522432150.JPG
2777,徐晓杰,光大保德信基金管理有限公司,68.817,72.082,https://human.amac.org.cn/gs/photo/159469200523915946920052390.jpg
2778,刘彦春,景顺长城基金管理有限公司,59.343,59.988,https://human.amac.org.cn/gs/photo/143098369996115296.jpg
2779,杨凡颖,永赢基金管理有限公司,56.701,63.166,https://human.amac.org.cn/gs/photo/143450243945214345024394520.jpg
2780,唐耀祥,国金基金管理有限公司,61.652,66.068,https://human.amac.org.cn/gs/photo/2109071448476184.jpg
2781,吴伟,财通基金管理有限公司,62.428,67.551,https://human.amac.org.cn/gs/photo/151573742446515157374244650.jpg
2782,武阳,易方达基金管理有限公司,69.788,71.539,https://human.amac.org.cn/gs/photo/143943430760714394343076070.jpg
2783,高扬,交银施罗德基金管理有限公司,69.989,73.74,https://human.amac.org.cn/gs/photo/146831087240214683108724020.jpg
2784,顾昕,华安基金管理有限公司,78.067,78.773,https://human.amac.org.cn/gs/photo/149914611415214991461141520.jpg
2785,陈媛,华安基金管理有限公司,59.555,59.549,https://human.amac.org.cn/gs/photo/146614325012514661432501250.jpg
2786,李瑞伟,博时基金管理有限公司,67.913,70.548,https://human.amac.org.cn/gs/photo/2404040850439427.jpg
2787,房乐,建信基金管理有限责任公司,54.838,57.104,https://human.amac.org.cn/gs/photo/158080235592315808023559230.JPG
2788,赵年珅,富国基金管理有限公司,67.81,76.807,https://human.amac.org.cn/gs/photo/151321674561815132167456180.jpg
2789,乔健生,申万菱信基金管理有限公司,68.218,70.579,https://human.amac.org.cn/gs/photo/2205301100119552.jpg
2790,范琨,融通基金管理有限公司,66.902,66.606,https://human.amac.org.cn/gs/photo/143373263086014337326308600.jpg
2791,耿帅军,中金基金管理有限公司,52.492,59.338,https://human.amac.org.cn/gs/photo/159714565190215971456519020.jpg
2792,彭成军,景顺长城基金管理有限公司,61.899,61.583,https://human.amac.org.cn/gs/photo/151141442366015114144236600.jpg
2793,杨梦,博道基金管理有限公司,73.318,71.15,https://human.amac.org.cn/gs/photo/14309830466602215.jpg
2794,蔡奕奕,南方基金管理股份有限公司,57.131,62.964,https://human.amac.org.cn/gs/photo/144549865462414454986546240.jpg
2795,王宪彪,诺德基金管理有限公司,74.569,78.108,https://human.amac.org.cn/gs/photo/145405442406614540544240660.jpg
2796,李笑薇,富国基金管理有限公司,34.376,38.229,https://human.amac.org.cn/gs/photo/14309833138277391.jpg
2797,唐卓菁,长信基金管理有限责任公司,65.981,70.859,https://human.amac.org.cn/gs/photo/2311100934495074.jpg
2798,黄艺明,百嘉基金管理有限公司,50.884,44.739,https://human.amac.org.cn/gs/photo/2010201328148726.JPG
2799,江映德,建信基金管理有限责任公司,65.688,68.826,https://human.amac.org.cn/gs/photo/143817513616614381751361660.jpg
2800,杨显,泰信基金管理有限公司,61.685,66.015,https://human.amac.org.cn/gs/photo/2205171559423907.jpg
2801,马逸钧,农银汇理基金管理有限公司,81.353,84.336,https://human.amac.org.cn/gs/photo/154138060885815413806088580.jpg
2802,吴敌,广发基金管理有限公司,60.613,62.015,https://human.amac.org.cn/gs/photo/143822672005414382267200540.jpg
2803,王喆,国联基金管理有限公司,55.305,54.684,https://human.amac.org.cn/gs/photo/2310100918356745.jpg
2804,褚一凡,申万菱信基金管理有限公司,62.493,61.824,https://human.amac.org.cn/gs/photo/160016215395416001621539540.jpg
2805,陶铄,南方基金管理股份有限公司,54.628,54.029,https://human.amac.org.cn/gs/photo/143098365221514208.jpg
2806,赵鹏程,汇添富基金管理股份有限公司,,,https://human.amac.org.cn/gs/photo/143331924908114333192490810.jpg
2807,李天翔,富荣基金管理有限公司,80.415,81.503,https://human.amac.org.cn/gs/photo/150269484845215026948484520.jpg
2808,殷明,易方达基金管理有限公司,84.142,87.526,https://human.amac.org.cn/gs/photo/158131287005815813128700580.jpg
2809,陈晓,太平基金管理有限公司,60.698,60.721,https://human.amac.org.cn/gs/photo/14309831821074901.jpg
2810,李洁,新华基金管理股份有限公司,68.822,69.29,https://human.amac.org.cn/gs/photo/158675152206115867515220610.JPG
2811,胡攸乔,浦银安盛基金管理有限公司,71.386,74.84,https://human.amac.org.cn/gs/photo/2011061032152168.jpg
2812,刘莹,天弘基金管理有限公司,70.287,70.479,https://human.amac.org.cn/gs/photo/14309830380172036.jpg
2813,张鹏,融通基金管理有限公司,57.463,61.538,https://human.amac.org.cn/gs/photo/14309830204611688.jpg
2814,陈博,上银基金管理有限公司,75.649,82.578,https://human.amac.org.cn/gs/photo/147425882967214742588296720.jpg
2815,樊勇,汇添富基金管理股份有限公司,61.229,62.884,https://human.amac.org.cn/gs/photo/2205271234023415.jpg
2816,雷俊,长城基金管理有限公司,58.964,57.124,https://human.amac.org.cn/gs/photo/143287853378114328785337810.JPG
2817,杨金金,交银施罗德基金管理有限公司,62.983,64.234,https://human.amac.org.cn/gs/photo/146476976434514647697643450.jpg
2818,陈建军,创金合信基金管理有限公司,62.821,62.394,https://human.amac.org.cn/gs/photo/14309830015491295.jpg
2819,王卫林,光大保德信基金管理有限公司,70.333,72.188,https://human.amac.org.cn/gs/photo/147416989029814741698902980.jpg
2820,杜才超,南方基金管理股份有限公司,59.099,60.23,https://human.amac.org.cn/gs/photo/147858736058614785873605860.jpg
2821,王斌,浙商基金管理有限公司,52.554,59.448,https://human.amac.org.cn/gs/photo/152799932525115279993252510.jpg
2822,赵强,新华基金管理股份有限公司,69.823,69.461,https://human.amac.org.cn/gs/photo/148048948922014804894892200.jpg
2823,李子宸,浦银安盛基金管理有限公司,69.773,73.514,https://human.amac.org.cn/gs/photo/149973665789314997366578930.jpg
2824,杜钧天,华商基金管理有限公司,81.29,85.419,https://human.amac.org.cn/gs/photo/153543620634315354362063430.jpg
2825,杨鑫鑫,工银瑞信基金管理有限公司,80.576,80.794,https://human.amac.org.cn/gs/photo/154157453098515415745309850.jpg
2826,罗国庆,广发基金管理有限公司,82.829,83.487,https://human.amac.org.cn/gs/photo/14309829883311053.jpg
2827,杜国昊,长信基金管理有限责任公司,65.889,67.938,https://human.amac.org.cn/gs/photo/143098386940518922.jpg
2828,曹建华,鑫元基金管理有限公司,60.686,61.087,https://human.amac.org.cn/gs/photo/146614383160314661438316030.jpg
2829,孙晨进,浦银安盛基金管理有限公司,55.422,59.556,https://human.amac.org.cn/gs/photo/2408131555005762.jpg
2830,陈臣,圆信永丰基金管理有限公司,72.44,75.715,https://human.amac.org.cn/gs/photo/149131316791714913131679170.JPG
2831,刘杰,广发基金管理有限公司,63.349,68.163,https://human.amac.org.cn/gs/photo/14309833173587456.jpg
2832,李振宇,华安基金管理有限公司,66.599,65.224,https://human.amac.org.cn/gs/photo/2206021613581300.jpg
2833,凌若冰,华泰柏瑞基金管理有限公司,67.223,68.323,https://human.amac.org.cn/gs/photo/14309829918621118.jpg
2834,赵伟捷,摩根士丹利基金管理（中国）有限公司,64.29,65.14,https://human.amac.org.cn/gs/photo/147701974809714770197480970.jpg
2835,冯骋,广发基金管理有限公司,53.102,52.329,https://human.amac.org.cn/gs/photo/152527066194915252706619490.jpg
2836,孙蒙,华夏基金管理有限公司,63.654,66.561,https://human.amac.org.cn/gs/photo/149924164696814992416469680.jpg
2837,王丽敏,银华基金管理股份有限公司,64.594,62.611,https://human.amac.org.cn/gs/photo/14309830981693240.jpg
2838,宋易潞,国寿安保基金管理有限公司,67.352,66.294,https://human.amac.org.cn/gs/photo/152204496242515220449624250.jpg
2839,李迪,诺安基金管理有限公司,86.005,89.219,https://human.amac.org.cn/gs/photo/2101111740284660.jpg
2840,罗军妮,南方基金管理股份有限公司,60.503,63.847,https://human.amac.org.cn/gs/photo/143098379858517418.jpg
2841,宋伯龙,华夏基金管理有限公司,74.447,77.324,https://human.amac.org.cn/gs/photo/144979604100114497960410010.jpg
2842,胡文伯,易方达基金管理有限公司,66.875,70.642,https://human.amac.org.cn/gs/photo/153232724054615323272405460.jpg
2843,王亚洲,嘉实基金管理有限公司,54.211,58.743,https://human.amac.org.cn/gs/photo/143260276973814326027697380.jpg
2844,吴可凡,国泰基金管理有限公司,84.939,84.333,https://human.amac.org.cn/gs/photo/156204106327615620410632760.jpg
2845,张标,国寿安保基金管理有限公司,57.671,58.923,https://human.amac.org.cn/gs/photo/143098390145919575.jpg
2846,王华,平安基金管理有限公司,67.74,72.531,https://human.amac.org.cn/gs/photo/2310111039433745.png
2847,林青泽,华夏基金管理有限公司,67.979,60.924,https://human.amac.org.cn/gs/photo/143098383468418196.jpg
2848,袁航,鹏华基金管理有限公司,76.526,77.701,https://human.amac.org.cn/gs/photo/14309833598118309.jpg
2849,谭丽,嘉实基金管理有限公司,46.715,49.434,https://human.amac.org.cn/gs/photo/143098360283913161.jpg
2850,胡泽,永赢基金管理有限公司,68.513,70.511,https://human.amac.org.cn/gs/photo/154418820934215441882093420.jpg
2851,柴文婷,天弘基金管理有限公司,70.058,70.472,https://human.amac.org.cn/gs/photo/147851338555814785133855580.jpg
2852,刘莎莎,圆信永丰基金管理有限公司,60.379,62.771,https://human.amac.org.cn/gs/photo/148852178228014885217822800.jpg
2853,李亚寅,中金基金管理有限公司,52.368,51.25,https://human.amac.org.cn/gs/photo/153622502334515362250233450.jpg
2854,楼华锋,兴业基金管理有限公司,54.466,53.584,https://human.amac.org.cn/gs/photo/144532090499114453209049910.jpg
2855,张博,东方基金管理股份有限公司,50.919,51.262,https://human.amac.org.cn/gs/photo/152083344170515208334417050.jpg
2856,吕姝仪,宝盈基金管理有限公司,55.472,57.95,https://human.amac.org.cn/gs/photo/143098374228016204.jpg
2857,杨爱斌,鹏扬基金管理有限公司,63.354,64.102,https://human.amac.org.cn/gs/photo/143917585504514391758550450.jpg
2858,邓云龙,嘉实基金管理有限公司,71.931,73.363,https://human.amac.org.cn/gs/photo/2104072306276079.jpg
2859,张荣,创金合信基金管理有限公司,62.63,62.392,https://human.amac.org.cn/gs/photo/143268804609114326880460910.jpg
2860,沈菁,摩根士丹利基金管理（中国）有限公司,79.948,80.507,https://human.amac.org.cn/gs/photo/149964678466414996467846640.jpg
2861,郑文旭,汇添富基金管理股份有限公司,62.606,63.503,https://human.amac.org.cn/gs/photo/2212131423163372.jpg
2862,吴文明,华安基金管理有限公司,71.719,75.248,https://human.amac.org.cn/gs/photo/2110081605545511.jpg
2863,刘迪,创金合信基金管理有限公司,68.655,73.268,https://human.amac.org.cn/gs/photo/147333539946614733353994660.jpg
2864,谭冬寒,工银瑞信基金管理有限公司,60.062,61.541,https://human.amac.org.cn/gs/photo/14309831825064910.jpg
2865,盛丰衍,西部利得基金管理有限公司,85.713,86.763,https://human.amac.org.cn/gs/photo/147634006689914763400668990.jpg
2866,张乐涛,工银瑞信基金管理有限公司,60.583,64.574,https://human.amac.org.cn/gs/photo/153208359543915320835954390.jpg
2867,王建渗,招商基金管理有限公司,70.338,70.248,https://human.amac.org.cn/gs/photo/2209061916204893.jpg
2868,范洁,前海开源基金管理有限公司,54.846,52.756,https://human.amac.org.cn/gs/photo/146046934475414604693447540.JPG
2869,杜猛,摩根基金管理（中国）有限公司,57.994,59.106,https://human.amac.org.cn/gs/photo/155227507708315522750770830.jpg
2870,阮航,新疆前海联合基金管理有限公司,71.69,77.609,https://human.amac.org.cn/gs/photo/2208121244090268.jpg
2871,卢贤海,宝盈基金管理有限公司,65.301,71.908,https://human.amac.org.cn/gs/photo/156280797256015628079725600.jpg
2872,李点典,信达澳亚基金管理有限公司,69.285,68.54,https://human.amac.org.cn/gs/photo/2010201107034822.jpg
2873,金拓,华安基金管理有限公司,63.925,68.278,https://human.amac.org.cn/gs/photo/145732905717614573290571760.jpg
2874,彭翔艺,广发基金管理有限公司,64.042,63.972,https://human.amac.org.cn/gs/photo/2111091109113030.jpg
2875,冯彬,长信基金管理有限责任公司,70.936,77.269,https://human.amac.org.cn/gs/photo/156496756375515649675637550.jpg
2876,柳洋,中银基金管理有限公司,70.531,68.695,https://human.amac.org.cn/gs/photo/150328349146515032834914650.jpg
2877,张明烨,信达澳亚基金管理有限公司,63.055,66.038,https://human.amac.org.cn/gs/photo/2304241403044053.jpg
2878,杜朋哲,西部利得基金管理有限公司,56.047,58.282,https://human.amac.org.cn/gs/photo/153922494826315392249482630.jpg
2879,周斌,中银基金管理有限公司,66.882,69.628,https://human.amac.org.cn/gs/photo/147062185465214706218546520.jpg
2880,熊钰,新疆前海联合基金管理有限公司,56.881,67.892,https://human.amac.org.cn/gs/photo/145187661914814518766191480.JPG
2881,李博,信达澳亚基金管理有限公司,77.432,79.588,https://human.amac.org.cn/gs/photo/159462337959515946233795950.jpg
2882,贾鹏,银华基金管理股份有限公司,62.437,61.097,https://human.amac.org.cn/gs/photo/143299467059614329946705960.jpg
2883,张昆,汇安基金管理有限责任公司,67.431,67.466,https://human.amac.org.cn/gs/photo/149673419386414967341938640.jpg
2884,李会忠,格林基金管理有限公司,55.49,53.47,https://human.amac.org.cn/gs/photo/143098347114910483.jpg
2885,莫海波,万家基金管理有限公司,63.578,62.433,https://human.amac.org.cn/gs/photo/14309833257197634.jpg
2886,陈锦达,红土创新基金管理有限公司,74.67,73.461,https://human.amac.org.cn/gs/photo/2012111037148641.jpg
2887,王成,易方达基金管理有限公司,60.627,64.589,https://human.amac.org.cn/gs/photo/14309834257029570.jpg
2888,张琦,信达澳亚基金管理有限公司,73.93,76.129,https://human.amac.org.cn/gs/photo/148155170722714815517072280.jpg
2889,徐心远,工银瑞信基金管理有限公司,78.031,80.868,https://human.amac.org.cn/gs/photo/146787537454014678753745400.jpg
2890,时奕,中海基金管理有限公司,70.171,74.238,https://human.amac.org.cn/gs/photo/159739029794015973902979400.jpg
2891,段玮,工银瑞信基金管理有限公司,55.611,57.039,https://human.amac.org.cn/gs/photo/143098348803710819.jpg
2892,夏高,大成基金管理有限公司,61.637,65.04,https://human.amac.org.cn/gs/photo/143261675059914326167505990.jpg
2893,景辉,诺德基金管理有限公司,66.798,73.815,https://human.amac.org.cn/gs/photo/149457801520914945780152090.jpg
2894,李直,嘉实基金管理有限公司,63.923,62.875,https://human.amac.org.cn/gs/photo/143098377554716913.jpg
2895,翟宇航,华夏基金管理有限公司,54.592,58.483,https://human.amac.org.cn/gs/photo/143867870815914386787081590.jpg
2896,桑迎,国寿安保基金管理有限公司,67.837,70.243,https://human.amac.org.cn/gs/photo/143321599837614332159983760.jpg
2897,贺剑,天弘基金管理有限公司,59.06,59.648,https://human.amac.org.cn/gs/photo/14309834131629335.jpg
2898,陆奔,华安基金管理有限公司,71.421,75.653,https://human.amac.org.cn/gs/photo/158686559555815868655955580.jpg
2899,陈飞,朱雀基金管理有限公司,66.26,71.149,https://human.amac.org.cn/gs/photo/155478976398615547897639860.jpg
2900,宋芳,富荣基金管理有限公司,64.039,68.512,https://human.amac.org.cn/gs/photo/2209161310310972.jpg
2901,李威,国投瑞银基金管理有限公司,75.682,77.235,https://human.amac.org.cn/gs/photo/156335072333215633507233320.jpg
2902,谢志华,民生加银基金管理有限公司,60.032,61.103,https://human.amac.org.cn/gs/photo/2202240934569003.jpg
2903,王骏杰,汇添富基金管理股份有限公司,79.696,83.222,https://human.amac.org.cn/gs/photo/147270754265014727075426500.jpg
2904,郑雪莹,东方基金管理股份有限公司,52.727,52.747,https://human.amac.org.cn/gs/photo/144117150291914411715029190.jpg
2905,邹慧,兴业基金管理有限公司,62.123,62.759,https://human.amac.org.cn/gs/photo/153388337526015338833752600.jpg
2906,吕拙愚,方正富邦基金管理有限公司,74.241,73.225,https://human.amac.org.cn/gs/photo/2010290853099451.jpg
2907,葛沁沁,上银基金管理有限公司,81.896,85.289,https://human.amac.org.cn/gs/photo/157831106517615783110651760.jpg
2908,许强,招商基金管理有限公司,60.918,66.441,https://human.amac.org.cn/gs/photo/145014498086214501449808620.jpg
2909,裘倩倩,华安基金管理有限公司,67.188,66.784,https://human.amac.org.cn/gs/photo/14309834409119867.jpg
2910,阚刘瑞,金信基金管理有限公司,63.477,67.122,https://human.amac.org.cn/gs/photo/149155075032014915507503200.jpg
2911,杜超,国联基金管理有限公司,72.417,72.329,https://human.amac.org.cn/gs/photo/146588889927814658888992780.jpg
2912,蔡荣成,易方达基金管理有限公司,75.572,77.675,https://human.amac.org.cn/gs/photo/143763570671814376357067180.jpg
2913,郭画,永赢基金管理有限公司,71.03,73.471,https://human.amac.org.cn/gs/photo/159784688843115978468884310.jpg
2914,谢泓材,国泰基金管理有限公司,71.581,73.539,https://human.amac.org.cn/gs/photo/158624993980915862499398090.jpg
2915,吴冉劼,南方基金管理股份有限公司,61.854,64.687,https://human.amac.org.cn/gs/photo/144549432151614454943215160.jpg
2916,王玉珏,北信瑞丰基金管理有限公司,52.646,54.077,https://human.amac.org.cn/gs/photo/2311031743428542.jpg
2917,李朝昱,方正富邦基金管理有限公司,74.583,77.634,https://human.amac.org.cn/gs/photo/2012171051451340.jpg
2918,朱碧莹,国泰基金管理有限公司,48.747,50.678,https://human.amac.org.cn/gs/photo/153628543466915362854346690.JPG
2919,刘鹏,交银施罗德基金管理有限公司,71.778,71.34,https://human.amac.org.cn/gs/photo/143098387892419104.jpg
